nWord_title,nStanza,nLine,nWord,nSyll,rate_shortS,mean_nLine_lg,med_nLine_lg,q1_nLine_lg,q3_nLine_lg,min_nLine_lg,max_nLine_lg,range_nLine_lg,MADmean_nLine_lg,MADmed_nLine_lg,std_nLine_lg,rstd_nLine_lg,mean_nWord_lg,med_nWord_lg,q1_nWord_lg,q3_nWord_lg,min_nWord_lg,max_nWord_lg,range_nWord_lg,MADmean_nWord_lg,MADmed_nWord_lg,std_nWord_lg,rstd_nWord_lg,mean_nSyll_lg,med_nSyll_lg,q1_nSyll_lg,q3_nSyll_lg,min_nSyll_lg,max_nSyll_lg,range_nSyll_lg,MADmean_nSyll_lg,MADmed_nSyll_lg,std_nSyll_lg,rstd_nSyll_lg,mean_nShortS_lg,med_nShortS_lg,q1_nShortS_lg,q3_nShortS_lg,min_nShortS_lg,max_nShortS_lg,range_nShortS_lg,MADmean_nShortS_lg,MADmed_nShortS_lg,std_nShortS_lg,rstd_nShortS_lg,mean_nLongS_lg,med_nLongS_lg,q1_nLongS_lg,q3_nLongS_lg,min_nLongS_lg,max_nLongS_lg,range_nLongS_lg,MADmean_nLongS_lg,MADmed_nLongS_lg,std_nLongS_lg,rstd_nLongS_lg,rhyme_abcb,rhyme_aba,rhyme_abcdb,rhyme_abca,rhyme_abb,rhyme_aaaa,mean_nWord_l,med_nWord_l,q1_nWord_l,q3_nWord_l,min_nWord_l,max_nWord_l,range_nWord_l,MADmean_nWord_l,MADmed_nWord_l,std_nWord_l,rstd_nWord_l,mean_nSyll_l,med_nSyll_l,q1_nSyll_l,q3_nSyll_l,min_nSyll_l,max_nSyll_l,range_nSyll_l,MADmean_nSyll_l,MADmed_nSyll_l,std_nSyll_l,rstd_nSyll_l,mean_nShortS_l,med_nShortS_l,q1_nShortS_l,q3_nShortS_l,min_nShortS_l,max_nShortS_l,range_nShortS_l,MADmean_nShortS_l,MADmed_nShortS_l,std_nShortS_l,rstd_nShortS_l,mean_nLongS_l,med_nLongS_l,q1_nLongS_l,q3_nLongS_l,min_nLongS_l,max_nLongS_l,range_nLongS_l,MADmean_nLongS_l,MADmed_nLongS_l,std_nLongS_l,rstd_nLongS_l,PROPN,NOUN,ADJ,NUM,PRON,VERB,ADV,CONJ,SCONJ,DET,ADP,INTJ,PART,rate_PROPN_NOUN,rate_ADJ,rate_NOUNs,rate_VERB,rate_ADV,rate_phontypeLow,rate_phontypeHigh,rate_phontypeMixed,mean_lenWord,med_lenWord,q1_lenWord,q3_lenWord,min_lenWord,max_lenWord,range_lenWord,MADmean_lenWord,MADmed_lenWord,std_lenWord,rstd_lenWord,sum_lenWord,rate_consonant,rate_fFV,rate_FFV,rate_bFV,rate_BFV,PUNCT,nRhymepair,nAll,rate_clearAll,mean_lenAll,med_lenAll,q1_lenAll,q3_lenAll,min_lenAll,max_lenAll,range_lenAll,MADmean_lenAll,MADmed_lenAll,std_lenAll,rstd_lenAll,class_label
3,4,22,100,189,0.407,5.5,5.0,4.75,5.75,4,8,4,1.25,0.5,1.732,0.315,25.0,25.5,23.5,27.0,19.0,30.0,11.0,3.0,2.5,4.546,0.182,47.25,46.0,40.75,52.5,37.0,60.0,23.0,7.75,6.5,10.046,0.213,19.25,17.5,15.25,21.5,13.0,29.0,16.0,4.875,3.0,6.946,0.361,28.0,28.5,25.5,31.0,24.0,31.0,7.0,3.0,2.5,3.559,0.127,0,0,0,0,0,0,4.545,4.5,3.25,6.0,2.0,7.0,5.0,1.182,1.5,1.371,0.302,8.591,9.0,7.0,10.0,5.0,12.0,7.0,1.81,2.0,2.108,0.245,3.5,3.5,2.25,5.0,1.0,6.0,5.0,1.409,1.5,1.683,0.481,5.091,5.0,3.25,6.75,1.0,8.0,7.0,1.645,2.0,2.022,0.397,0,17,14,1,12,24,11,8,2,9,0,0,2,0.17,0.14,0.44,0.24,0.11,0.4,0.48,0.07,4.88,5.0,2.0,6.0,1.0,14.0,13.0,2.327,2.0,3.043,0.624,488.0,0.613,0.184,0.035,0.115,0.053,26.0,6,4,0.75,2.25,2.0,2.0,2.25,2.0,3.0,1.0,0.375,0.0,0.5,0.222,1
3,4,20,100,220,0.377,5.0,5.0,5.0,5.0,5,5,0,0.0,0.0,0.0,0.0,25.0,25.5,24.25,26.25,22.0,27.0,5.0,1.5,1.0,2.16,0.086,55.0,55.0,55.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,20.75,20.5,18.75,22.5,18.0,24.0,6.0,2.25,2.0,2.754,0.133,34.25,34.5,32.5,36.25,31.0,37.0,6.0,2.25,2.0,2.754,0.08,0,0,0,0,0,0,5.0,4.5,4.0,6.0,3.0,9.0,6.0,1.2,0.5,1.522,0.304,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,4.15,4.0,3.0,5.0,2.0,7.0,5.0,1.08,1.0,1.387,0.334,6.85,7.0,6.0,8.0,4.0,9.0,5.0,1.08,1.0,1.387,0.202,0,21,15,1,5,21,22,5,4,4,0,2,0,0.21,0.15,0.42,0.21,0.22,0.31,0.49,0.15,5.79,6.0,3.0,7.25,1.0,16.0,15.0,2.363,2.0,3.099,0.535,579.0,0.62,0.18,0.057,0.104,0.04,31.0,5,10,0.6,3.0,3.0,2.25,3.0,2.0,5.0,3.0,0.6,0.5,0.943,0.314,1
3,5,20,88,180,0.528,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,17.6,18.0,17.0,18.0,15.0,20.0,5.0,1.28,1.0,1.817,0.103,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,18.0,20.0,17.0,22.0,5.0,1.6,1.0,2.0,0.105,17.0,18.0,16.0,18.0,14.0,19.0,5.0,1.6,1.0,2.0,0.118,5,0,0,0,0,0,4.4,5.0,3.75,5.0,2.0,6.0,4.0,0.96,1.0,1.142,0.26,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,4.75,5.0,4.0,6.0,2.0,7.0,5.0,1.075,1.0,1.333,0.281,4.25,4.0,3.0,5.0,2.0,7.0,5.0,1.075,1.0,1.333,0.314,0,24,13,1,6,22,6,6,2,6,0,2,0,0.273,0.148,0.5,0.25,0.068,0.33,0.432,0.17,4.943,5.0,3.0,7.0,1.0,14.0,13.0,2.087,2.0,2.675,0.541,435.0,0.586,0.198,0.06,0.117,0.039,29.0,5,15,0.4,2.8,3.0,2.0,3.0,2.0,5.0,3.0,0.64,1.0,0.862,0.308,1
3,7,28,116,252,0.468,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,16.571,17.0,15.0,17.5,13.0,21.0,8.0,1.918,2.0,2.573,0.155,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,16.857,17.0,16.5,17.0,15.0,19.0,4.0,0.776,0.0,1.215,0.072,19.143,19.0,19.0,19.5,17.0,21.0,4.0,0.776,0.0,1.215,0.063,7,0,0,0,0,0,4.143,4.0,3.0,5.0,3.0,7.0,4.0,0.918,1.0,1.177,0.284,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,4.214,4.0,3.0,6.0,1.0,8.0,7.0,1.388,1.0,1.686,0.4,4.786,5.0,3.0,6.0,1.0,8.0,7.0,1.388,1.0,1.686,0.352,2,30,14,0,10,22,9,9,7,13,0,0,0,0.276,0.121,0.483,0.19,0.078,0.362,0.414,0.19,5.328,5.0,3.0,7.0,1.0,14.0,13.0,2.315,2.0,2.954,0.554,618.0,0.592,0.154,0.063,0.149,0.042,25.0,7,5,0.2,2.8,3.0,3.0,3.0,2.0,3.0,1.0,0.32,0.0,0.447,0.16,1
3,4,12,60,120,0.4,3.0,3.0,3.0,3.0,3,3,0,0.0,0.0,0.0,0.0,15.0,14.0,13.0,16.0,13.0,19.0,6.0,2.0,1.0,2.828,0.189,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10.75,13.25,10.0,14.0,4.0,1.5,1.5,1.826,0.152,18.0,18.0,16.75,19.25,16.0,20.0,4.0,1.5,1.5,1.826,0.101,0,4,0,0,0,0,5.0,5.0,4.0,6.0,4.0,7.0,3.0,0.833,1.0,1.044,0.209,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.25,3.0,6.0,3.0,0.833,1.0,1.128,0.282,6.0,6.0,5.75,7.0,4.0,7.0,3.0,0.833,1.0,1.128,0.188,1,11,13,1,7,13,6,4,0,3,0,0,1,0.2,0.217,0.55,0.217,0.1,0.3,0.567,0.1,5.167,5.0,3.0,6.25,1.0,13.0,12.0,2.15,2.0,2.787,0.539,310.0,0.613,0.19,0.068,0.1,0.029,13.0,4,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1
3,5,20,70,120,0.475,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,12.0,16.0,4.0,0.8,0.0,1.414,0.101,24.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,11.4,12.0,11.0,13.0,7.0,14.0,7.0,1.92,1.0,2.702,0.237,12.6,12.0,11.0,13.0,10.0,17.0,7.0,1.92,1.0,2.702,0.214,0,0,0,0,0,0,3.5,3.0,2.0,5.0,2.0,6.0,4.0,1.15,1.0,1.318,0.377,6.0,6.0,4.0,8.0,4.0,8.0,4.0,2.0,2.0,2.052,0.342,2.85,3.0,2.0,4.0,1.0,5.0,4.0,0.98,1.0,1.182,0.415,3.15,3.0,2.0,4.0,1.0,7.0,6.0,1.265,1.0,1.565,0.497,5,22,5,4,5,11,1,5,3,8,0,1,0,0.386,0.071,0.586,0.157,0.014,0.414,0.471,0.071,4.386,4.0,3.0,5.75,1.0,9.0,8.0,1.768,1.0,2.202,0.502,307.0,0.609,0.169,0.049,0.13,0.042,23.0,10,8,0.5,2.5,2.5,2.0,3.0,2.0,3.0,1.0,0.5,0.5,0.535,0.214,1
3,4,16,86,156,0.468,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,21.5,21.5,20.0,23.0,20.0,23.0,3.0,1.5,1.5,1.732,0.081,39.0,39.0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,18.25,17.5,16.75,19.0,16.0,22.0,6.0,1.875,1.0,2.63,0.144,20.75,21.5,20.0,22.25,17.0,23.0,6.0,1.875,1.0,2.63,0.127,0,0,0,0,0,0,5.375,5.0,5.0,6.0,4.0,7.0,3.0,0.797,1.0,0.957,0.178,9.75,9.5,9.0,10.25,9.0,11.0,2.0,0.75,0.5,0.856,0.088,4.562,5.0,4.0,5.0,3.0,7.0,4.0,0.867,1.0,1.094,0.24,5.188,5.0,4.75,6.0,3.0,8.0,5.0,0.984,1.0,1.328,0.256,1,21,12,0,6,14,10,5,4,11,1,1,0,0.256,0.14,0.465,0.163,0.116,0.326,0.465,0.174,4.477,5.0,3.0,6.0,1.0,13.0,12.0,1.966,2.0,2.448,0.547,385.0,0.595,0.182,0.057,0.127,0.039,21.0,4,5,0.6,2.4,2.0,2.0,3.0,2.0,3.0,1.0,0.48,0.0,0.548,0.228,1
4,3,12,36,79,0.481,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,26.333,26.0,26.0,26.5,26.0,27.0,1.0,0.444,0.0,0.577,0.022,12.667,12.0,11.5,13.5,11.0,15.0,4.0,1.556,1.0,2.082,0.164,13.667,15.0,13.0,15.0,11.0,15.0,4.0,1.778,0.0,2.309,0.169,0,0,0,0,0,0,3.0,3.0,2.0,4.0,1.0,5.0,4.0,1.0,1.0,1.206,0.402,6.583,6.0,6.0,6.5,6.0,9.0,3.0,0.875,0.0,1.084,0.165,3.167,3.0,2.0,4.25,1.0,7.0,6.0,1.389,1.0,1.801,0.569,3.417,3.0,3.0,4.0,2.0,5.0,3.0,0.819,1.0,0.996,0.292,1,9,7,0,3,7,2,3,0,3,0,1,0,0.278,0.194,0.556,0.194,0.056,0.389,0.389,0.167,5.444,5.0,2.75,8.0,1.0,14.0,13.0,2.765,3.0,3.393,0.623,196.0,0.597,0.179,0.026,0.143,0.056,11.0,3,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1
3,3,12,43,96,0.427,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,14.333,14.0,14.0,14.5,14.0,15.0,1.0,0.444,0.0,0.577,0.04,32.0,32.0,31.5,32.5,31.0,33.0,2.0,0.667,1.0,1.0,0.031,13.667,15.0,12.5,15.5,10.0,16.0,6.0,2.444,1.0,3.215,0.235,18.333,17.0,17.0,19.0,17.0,21.0,4.0,1.778,0.0,2.309,0.126,3,0,0,0,0,0,3.583,4.0,3.0,4.25,1.0,5.0,4.0,0.986,1.0,1.24,0.346,8.0,9.5,7.5,10.0,3.0,10.0,7.0,2.5,0.5,3.045,0.381,3.727,3.0,3.0,5.0,2.0,5.0,3.0,0.975,1.0,1.104,0.296,5.5,5.5,4.25,6.75,1.0,10.0,9.0,1.7,1.5,2.369,0.431,1,9,7,0,5,9,4,2,0,5,1,0,0,0.233,0.163,0.512,0.209,0.093,0.372,0.465,0.116,5.698,6.0,4.0,6.5,1.0,12.0,11.0,2.133,1.0,2.94,0.516,245.0,0.608,0.188,0.045,0.127,0.033,9.0,3,4,0.75,2.25,2.0,2.0,2.25,2.0,3.0,1.0,0.375,0.0,0.5,0.222,1
3,6,18,75,150,0.413,3.0,3.0,3.0,3.0,3,3,0,0.0,0.0,0.0,0.0,12.5,12.5,11.25,13.75,10.0,15.0,5.0,1.5,1.5,1.871,0.15,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,10.333,9.5,9.0,10.75,9.0,14.0,5.0,1.444,0.5,1.966,0.19,14.667,15.5,14.25,16.0,11.0,16.0,5.0,1.444,0.5,1.966,0.134,0,0,0,0,0,0,4.167,4.0,3.25,5.0,3.0,6.0,3.0,0.778,1.0,0.985,0.236,8.333,9.0,7.0,9.0,7.0,9.0,2.0,0.889,0.0,0.97,0.116,3.444,3.0,3.0,4.0,2.0,5.0,3.0,0.827,1.0,0.984,0.286,4.889,5.0,4.0,6.0,2.0,7.0,5.0,1.247,1.0,1.491,0.305,1,9,7,1,10,18,17,9,0,3,0,0,0,0.133,0.093,0.373,0.24,0.227,0.36,0.36,0.213,5.16,5.0,3.0,7.0,1.0,13.0,12.0,2.21,2.0,2.731,0.529,387.0,0.612,0.163,0.021,0.145,0.059,25.0,6,11,0.364,2.727,3.0,2.5,3.0,2.0,3.0,1.0,0.397,0.0,0.467,0.171,1
3,5,17,94,180,0.428,3.4,4.0,4.0,4.0,1,4,3,0.96,0.0,1.342,0.395,18.8,22.0,20.0,22.0,6.0,24.0,18.0,5.12,2.0,7.294,0.388,36.0,42.0,42.0,42.0,11.0,43.0,32.0,10.0,0.0,13.982,0.388,15.4,18.0,16.0,19.0,4.0,20.0,16.0,4.56,2.0,6.542,0.425,20.6,23.0,22.0,25.0,7.0,26.0,19.0,5.44,2.0,7.765,0.377,0,0,0,0,0,0,5.529,6.0,4.0,6.0,4.0,9.0,5.0,1.087,1.0,1.375,0.249,10.588,11.0,10.0,11.0,10.0,11.0,1.0,0.484,0.0,0.507,0.048,4.529,4.0,4.0,5.0,2.0,7.0,5.0,0.92,0.0,1.231,0.272,6.059,6.0,5.0,7.0,4.0,9.0,5.0,1.01,1.0,1.345,0.222,0,14,13,4,11,21,20,5,0,4,1,0,1,0.149,0.138,0.447,0.223,0.213,0.34,0.521,0.117,4.809,4.5,2.25,6.0,1.0,14.0,13.0,2.17,2.0,2.741,0.57,452.0,0.602,0.195,0.055,0.104,0.044,24.0,4,9,0.778,2.667,2.0,2.0,2.0,2.0,7.0,5.0,1.037,0.0,1.658,0.622,1
3,4,20,87,161,0.46,5.0,5.5,4.5,6.0,3,6,3,1.0,0.5,1.414,0.283,21.75,24.5,20.5,25.75,10.0,28.0,18.0,5.875,2.0,8.016,0.369,40.25,45.0,38.5,46.75,22.0,49.0,27.0,9.125,2.5,12.339,0.307,18.5,19.0,17.25,20.25,12.0,24.0,12.0,3.25,2.5,4.933,0.267,21.75,23.5,19.0,26.25,10.0,30.0,20.0,5.875,4.0,8.5,0.391,0,1,0,0,0,0,4.35,4.0,3.0,5.0,2.0,8.0,6.0,1.32,1.0,1.725,0.397,8.05,9.0,7.75,9.0,3.0,11.0,8.0,1.435,0.0,1.932,0.24,3.7,4.0,2.75,5.0,1.0,6.0,5.0,1.16,1.0,1.38,0.373,4.35,4.5,3.0,6.0,1.0,7.0,6.0,1.45,1.5,1.755,0.404,3,21,10,0,8,13,15,8,3,5,1,0,0,0.276,0.115,0.483,0.149,0.172,0.322,0.46,0.195,4.54,4.0,2.0,6.0,1.0,11.0,10.0,2.057,2.0,2.542,0.56,395.0,0.592,0.167,0.051,0.124,0.066,22.0,7,8,0.875,2.125,2.0,2.0,2.0,2.0,3.0,1.0,0.219,0.0,0.354,0.166,1
3,4,20,105,187,0.439,5.0,5.0,5.0,5.0,5,5,0,0.0,0.0,0.0,0.0,26.25,26.0,24.75,27.5,24.0,29.0,5.0,1.75,1.5,2.217,0.084,46.75,47.0,46.75,47.0,46.0,47.0,1.0,0.375,0.0,0.5,0.011,20.5,20.5,19.0,22.0,16.0,25.0,9.0,2.5,2.5,3.697,0.18,26.25,26.5,24.75,28.0,21.0,31.0,10.0,2.75,2.5,4.113,0.157,0,0,0,0,0,0,5.25,5.0,5.0,6.0,3.0,7.0,4.0,0.875,1.0,1.118,0.213,9.35,9.0,9.0,10.0,9.0,10.0,1.0,0.455,0.0,0.489,0.052,4.1,4.0,3.0,5.25,1.0,6.0,5.0,1.22,1.0,1.553,0.379,5.25,5.0,4.0,6.0,3.0,9.0,6.0,1.3,1.0,1.65,0.314,0,14,17,1,13,21,18,8,1,11,1,0,0,0.133,0.162,0.429,0.2,0.171,0.438,0.438,0.086,4.61,4.0,3.0,6.0,1.0,13.0,12.0,2.094,2.0,2.532,0.549,484.0,0.614,0.18,0.021,0.143,0.043,20.0,9,8,0.375,3.0,3.0,2.75,3.25,2.0,4.0,2.0,0.5,0.5,0.756,0.252,1
3,10,30,160,299,0.515,3.0,3.0,3.0,3.0,3,3,0,0.0,0.0,0.0,0.0,16.0,16.0,15.0,17.0,14.0,19.0,5.0,1.2,1.0,1.563,0.098,29.9,30.0,30.0,30.0,29.0,30.0,1.0,0.18,0.0,0.316,0.011,15.4,15.5,13.0,17.75,12.0,19.0,7.0,2.4,2.5,2.633,0.171,14.5,14.5,12.0,17.0,11.0,18.0,7.0,2.5,2.5,2.718,0.187,0,0,0,0,0,0,5.333,5.0,5.0,6.0,4.0,7.0,3.0,0.756,1.0,0.922,0.173,9.967,10.0,10.0,10.0,9.0,10.0,1.0,0.064,0.0,0.183,0.018,5.133,5.0,4.0,6.0,3.0,7.0,4.0,1.142,1.0,1.358,0.265,4.833,5.0,4.0,6.0,3.0,7.0,4.0,1.178,1.0,1.392,0.288,0,30,30,1,15,26,21,19,2,13,2,0,1,0.188,0.188,0.475,0.162,0.131,0.362,0.412,0.15,4.55,5.0,2.0,6.0,1.0,13.0,12.0,2.128,2.0,2.586,0.568,728.0,0.589,0.169,0.054,0.144,0.044,40.0,10,7,0.571,3.143,2.0,2.0,4.0,2.0,6.0,4.0,1.347,0.0,1.676,0.533,1
3,3,15,59,108,0.37,5.0,5.0,5.0,5.0,5,5,0,0.0,0.0,0.0,0.0,19.667,20.0,19.0,20.5,18.0,21.0,3.0,1.111,1.0,1.528,0.078,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,13.333,13.0,12.5,14.0,12.0,15.0,3.0,1.111,1.0,1.528,0.115,22.667,23.0,22.0,23.5,21.0,24.0,3.0,1.111,1.0,1.528,0.067,0,0,0,0,0,0,3.933,4.0,3.5,4.0,2.0,6.0,4.0,0.764,0.0,1.163,0.296,7.2,8.0,8.0,8.0,4.0,8.0,4.0,1.28,0.0,1.656,0.23,2.667,2.0,2.0,3.5,1.0,5.0,4.0,0.978,1.0,1.175,0.441,4.533,5.0,3.5,6.0,2.0,7.0,5.0,1.298,1.0,1.552,0.342,0,19,13,0,7,9,9,1,0,1,0,0,0,0.322,0.22,0.661,0.153,0.153,0.424,0.39,0.169,4.712,4.0,3.0,6.0,1.0,9.0,8.0,1.586,1.0,1.992,0.423,278.0,0.612,0.144,0.054,0.14,0.05,18.0,5,12,0.0,3.167,3.0,3.0,3.0,3.0,5.0,2.0,0.306,0.0,0.577,0.182,1
3,10,28,146,281,0.48,2.8,3.0,3.0,3.0,1,3,2,0.36,0.0,0.632,0.226,14.6,16.0,14.25,16.75,4.0,18.0,14.0,2.56,1.0,4.006,0.274,28.1,30.0,30.0,30.0,10.0,31.0,21.0,3.62,0.0,6.367,0.227,13.5,14.0,13.0,15.75,4.0,17.0,13.0,2.2,1.0,3.629,0.269,14.6,15.5,14.0,16.75,6.0,17.0,11.0,2.08,1.5,3.273,0.224,0,9,0,0,0,0,5.214,5.0,5.0,6.0,3.0,7.0,4.0,0.791,0.5,1.067,0.205,10.036,10.0,10.0,10.0,10.0,11.0,1.0,0.069,0.0,0.189,0.019,4.821,5.0,4.0,5.0,3.0,7.0,4.0,0.944,1.0,1.249,0.259,5.214,5.0,5.0,6.0,3.0,7.0,4.0,0.974,1.0,1.258,0.241,6,32,22,1,11,25,15,13,5,12,3,0,1,0.26,0.151,0.493,0.171,0.103,0.425,0.397,0.144,4.795,5.0,2.0,7.0,1.0,15.0,14.0,2.272,2.0,2.811,0.586,700.0,0.599,0.15,0.044,0.156,0.051,39.0,9,9,0.444,2.556,3.0,2.0,3.0,2.0,3.0,1.0,0.494,0.0,0.527,0.206,1
3,2,31,144,299,0.445,15.5,15.5,15.25,15.75,15,16,1,0.5,0.5,0.707,0.046,72.0,72.0,71.0,73.0,70.0,74.0,4.0,2.0,2.0,2.828,0.039,149.5,149.5,148.75,150.25,148.0,151.0,3.0,1.5,1.5,2.121,0.014,66.5,66.5,65.75,67.25,65.0,68.0,3.0,1.5,1.5,2.121,0.032,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.645,5.0,4.0,5.0,3.0,6.0,3.0,0.841,1.0,0.985,0.212,9.645,10.0,9.0,10.0,8.0,12.0,4.0,0.689,1.0,0.839,0.087,4.29,4.0,3.0,5.5,2.0,7.0,5.0,1.267,1.0,1.465,0.341,5.355,5.0,4.0,6.5,2.0,8.0,6.0,1.292,1.0,1.561,0.292,2,48,31,1,14,13,9,15,1,9,0,1,0,0.347,0.215,0.667,0.09,0.062,0.361,0.403,0.188,5.208,5.0,3.0,7.0,1.0,16.0,15.0,2.139,2.0,2.725,0.523,750.0,0.601,0.148,0.048,0.139,0.064,35.0,5,8,0.25,3.0,3.0,2.75,3.0,2.0,5.0,3.0,0.5,0.0,0.926,0.309,1
3,2,24,98,202,0.455,12.0,12.0,6.5,17.5,1,23,22,11.0,11.0,15.556,1.296,49.0,49.0,26.0,72.0,3.0,95.0,92.0,46.0,46.0,65.054,1.328,101.0,101.0,54.0,148.0,7.0,195.0,188.0,94.0,94.0,132.936,1.316,46.0,46.0,24.0,68.0,2.0,90.0,88.0,44.0,44.0,62.225,1.353,55.0,55.0,30.0,80.0,5.0,105.0,100.0,50.0,50.0,70.711,1.286,0,0,0,0,0,0,4.083,4.0,3.75,4.25,3.0,6.0,3.0,0.625,0.5,0.881,0.216,8.417,8.0,8.0,9.0,7.0,9.0,2.0,0.535,0.5,0.584,0.069,3.833,4.0,3.0,5.0,1.0,6.0,5.0,1.278,1.0,1.551,0.405,4.583,5.0,3.0,5.25,2.0,8.0,6.0,1.403,1.0,1.742,0.38,0,25,13,4,3,18,19,10,0,5,1,0,0,0.255,0.133,0.459,0.184,0.194,0.337,0.52,0.122,5.071,5.0,3.0,7.0,1.0,11.0,10.0,2.262,2.0,2.71,0.534,497.0,0.594,0.163,0.054,0.139,0.05,20.0,8,6,0.5,2.667,2.5,2.0,3.0,2.0,4.0,2.0,0.667,0.5,0.816,0.306,1
3,3,43,212,436,0.436,14.333,19.0,10.0,21.0,1,23,22,8.889,4.0,11.719,0.818,70.667,94.0,49.5,103.5,5.0,113.0,108.0,43.778,19.0,57.657,0.816,145.333,195.0,103.0,212.5,11.0,230.0,219.0,89.556,35.0,117.645,0.809,63.333,90.0,47.0,93.0,4.0,96.0,92.0,39.556,6.0,51.472,0.813,82.0,105.0,56.0,119.5,7.0,134.0,127.0,50.0,29.0,66.551,0.812,0,0,0,0,0,0,4.93,5.0,4.0,6.0,3.0,7.0,4.0,0.745,1.0,0.985,0.2,10.14,11.0,9.0,11.0,9.0,12.0,3.0,1.007,0.0,1.037,0.102,4.419,4.0,4.0,5.0,1.0,7.0,6.0,1.08,1.0,1.314,0.297,5.721,6.0,5.0,7.0,2.0,9.0,7.0,1.368,1.0,1.695,0.296,1,64,41,1,16,27,24,12,1,20,1,4,0,0.307,0.193,0.58,0.127,0.113,0.453,0.344,0.165,5.123,5.0,3.0,7.0,1.0,13.0,12.0,2.244,2.0,2.811,0.549,1086.0,0.599,0.127,0.042,0.163,0.069,58.0,14,14,0.643,2.5,2.0,2.0,3.0,2.0,4.0,2.0,0.643,0.0,0.76,0.304,1
3,6,24,119,234,0.419,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,19.833,19.0,19.0,19.75,19.0,23.0,4.0,1.111,0.0,1.602,0.081,39.0,39.0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,16.333,15.5,15.0,19.0,12.0,20.0,8.0,2.444,2.0,3.141,0.192,22.667,23.5,20.0,24.0,19.0,27.0,8.0,2.444,2.0,3.141,0.139,6,0,0,0,0,0,4.958,5.0,4.0,6.0,3.0,9.0,6.0,0.885,1.0,1.268,0.256,9.75,10.0,7.75,12.0,7.0,12.0,5.0,2.25,2.0,2.327,0.239,4.083,4.0,3.0,5.0,1.0,8.0,7.0,1.34,1.0,1.717,0.421,5.667,6.0,4.0,7.0,3.0,8.0,5.0,1.556,1.5,1.786,0.315,2,28,28,2,8,15,9,14,4,7,2,0,0,0.252,0.235,0.571,0.126,0.076,0.412,0.454,0.076,5.176,5.0,3.0,7.0,1.0,11.0,10.0,2.164,2.0,2.606,0.503,616.0,0.62,0.13,0.049,0.167,0.034,28.0,6,8,0.5,2.5,2.5,2.0,3.0,2.0,3.0,1.0,0.5,0.5,0.535,0.214,1
