nWord_title,nStanza,nLine,nWord,nSyll,rate_shortS,mean_nLine_lg,med_nLine_lg,q1_nLine_lg,q3_nLine_lg,min_nLine_lg,max_nLine_lg,range_nLine_lg,MADmean_nLine_lg,MADmed_nLine_lg,std_nLine_lg,rstd_nLine_lg,mean_nWord_lg,med_nWord_lg,q1_nWord_lg,q3_nWord_lg,min_nWord_lg,max_nWord_lg,range_nWord_lg,MADmean_nWord_lg,MADmed_nWord_lg,std_nWord_lg,rstd_nWord_lg,mean_nSyll_lg,med_nSyll_lg,q1_nSyll_lg,q3_nSyll_lg,min_nSyll_lg,max_nSyll_lg,range_nSyll_lg,MADmean_nSyll_lg,MADmed_nSyll_lg,std_nSyll_lg,rstd_nSyll_lg,mean_nShortS_lg,med_nShortS_lg,q1_nShortS_lg,q3_nShortS_lg,min_nShortS_lg,max_nShortS_lg,range_nShortS_lg,MADmean_nShortS_lg,MADmed_nShortS_lg,std_nShortS_lg,rstd_nShortS_lg,mean_nLongS_lg,med_nLongS_lg,q1_nLongS_lg,q3_nLongS_lg,min_nLongS_lg,max_nLongS_lg,range_nLongS_lg,MADmean_nLongS_lg,MADmed_nLongS_lg,std_nLongS_lg,rstd_nLongS_lg,rhyme_abcb,rhyme_aba,rhyme_abcdb,rhyme_abca,rhyme_abb,rhyme_aaaa,mean_nWord_l,med_nWord_l,q1_nWord_l,q3_nWord_l,min_nWord_l,max_nWord_l,range_nWord_l,MADmean_nWord_l,MADmed_nWord_l,std_nWord_l,rstd_nWord_l,mean_nSyll_l,med_nSyll_l,q1_nSyll_l,q3_nSyll_l,min_nSyll_l,max_nSyll_l,range_nSyll_l,MADmean_nSyll_l,MADmed_nSyll_l,std_nSyll_l,rstd_nSyll_l,mean_nShortS_l,med_nShortS_l,q1_nShortS_l,q3_nShortS_l,min_nShortS_l,max_nShortS_l,range_nShortS_l,MADmean_nShortS_l,MADmed_nShortS_l,std_nShortS_l,rstd_nShortS_l,mean_nLongS_l,med_nLongS_l,q1_nLongS_l,q3_nLongS_l,min_nLongS_l,max_nLongS_l,range_nLongS_l,MADmean_nLongS_l,MADmed_nLongS_l,std_nLongS_l,rstd_nLongS_l,PROPN,NOUN,ADJ,NUM,PRON,VERB,ADV,CONJ,SCONJ,DET,ADP,INTJ,PART,rate_PROPN_NOUN,rate_ADJ,rate_NOUNs,rate_VERB,rate_ADV,rate_phontypeLow,rate_phontypeHigh,rate_phontypeMixed,mean_lenWord,med_lenWord,q1_lenWord,q3_lenWord,min_lenWord,max_lenWord,range_lenWord,MADmean_lenWord,MADmed_lenWord,std_lenWord,rstd_lenWord,sum_lenWord,rate_consonant,rate_fFV,rate_FFV,rate_bFV,rate_BFV,PUNCT,nRhymepair,nAll,rate_clearAll,mean_lenAll,med_lenAll,q1_lenAll,q3_lenAll,min_lenAll,max_lenAll,range_lenAll,MADmean_lenAll,MADmed_lenAll,std_lenAll,rstd_lenAll,class_label
3,4,16,68,147,0.531,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,17.0,18.0,15.75,19.25,12.0,20.0,8.0,2.5,1.5,3.559,0.209,36.75,36.5,36.0,37.25,36.0,38.0,2.0,0.75,0.5,0.957,0.026,19.5,19.0,18.0,20.5,15.0,25.0,10.0,2.75,2.0,4.123,0.211,17.25,17.5,16.0,18.75,13.0,21.0,8.0,2.25,2.0,3.304,0.192,0,0,0,0,0,0,4.25,4.0,3.0,5.0,3.0,7.0,4.0,0.938,1.0,1.183,0.278,9.188,9.0,9.0,9.0,9.0,10.0,1.0,0.305,0.0,0.403,0.044,4.875,5.0,4.0,5.25,3.0,8.0,5.0,1.016,1.0,1.36,0.279,4.312,4.5,4.0,5.0,2.0,6.0,4.0,0.938,0.5,1.195,0.277,0,16,6,1,8,20,10,0,3,3,0,0,1,0.235,0.088,0.456,0.294,0.147,0.309,0.471,0.221,5.412,5.0,4.0,7.0,1.0,12.0,11.0,1.953,2.0,2.414,0.446,368.0,0.601,0.204,0.038,0.114,0.043,21.0,8,9,0.444,3.556,3.0,2.0,3.0,2.0,10.0,8.0,1.753,1.0,2.603,0.732,0
2,11,44,158,330,0.491,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,14.364,14.0,12.0,16.5,11.0,18.0,7.0,2.215,2.0,2.501,0.174,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,14.727,14.0,13.5,16.5,10.0,19.0,9.0,1.884,1.0,2.453,0.167,15.273,16.0,13.5,16.5,11.0,20.0,9.0,1.884,1.0,2.453,0.161,1,0,0,0,0,0,3.591,3.0,3.0,4.0,2.0,7.0,5.0,0.835,0.0,1.064,0.296,7.5,7.5,7.0,8.0,7.0,8.0,1.0,0.5,0.5,0.506,0.067,3.682,4.0,3.0,5.0,1.0,6.0,5.0,0.981,1.0,1.177,0.32,3.818,4.0,3.0,5.0,1.0,7.0,6.0,1.107,1.0,1.352,0.354,0,57,20,3,13,25,9,8,3,19,0,1,0,0.361,0.127,0.589,0.158,0.057,0.304,0.551,0.133,5.177,5.0,3.0,7.0,1.0,11.0,10.0,2.315,2.0,2.738,0.529,818.0,0.597,0.211,0.054,0.106,0.032,38.0,19,9,0.444,2.778,3.0,2.0,3.0,2.0,5.0,3.0,0.691,1.0,0.972,0.35,0
2,6,12,68,96,0.438,2.0,2.0,2.0,2.0,2,2,0,0.0,0.0,0.0,0.0,11.333,11.0,11.0,11.0,10.0,14.0,4.0,0.889,0.0,1.366,0.121,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.25,7.75,5.0,9.0,4.0,1.0,1.0,1.414,0.202,9.0,9.0,8.25,9.75,7.0,11.0,4.0,1.0,1.0,1.414,0.157,0,0,0,0,0,0,5.667,5.5,5.0,6.0,5.0,8.0,3.0,0.667,0.5,0.888,0.157,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.0,4.0,2.0,5.0,3.0,0.833,0.5,1.0,0.286,4.5,4.5,4.0,5.0,3.0,6.0,3.0,0.833,0.5,1.0,0.222,3,16,12,0,2,10,5,2,0,13,2,0,3,0.279,0.176,0.485,0.147,0.074,0.5,0.456,0.044,3.441,3.0,2.0,5.0,1.0,7.0,6.0,1.385,1.0,1.652,0.48,234.0,0.59,0.145,0.06,0.162,0.043,21.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,2,16,60,115,0.504,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,30.0,30.0,28.5,31.5,27.0,33.0,6.0,3.0,3.0,4.243,0.141,57.5,57.5,56.75,58.25,56.0,59.0,3.0,1.5,1.5,2.121,0.037,29.0,29.0,28.5,29.5,28.0,30.0,2.0,1.0,1.0,1.414,0.049,28.5,28.5,27.25,29.75,26.0,31.0,5.0,2.5,2.5,3.536,0.124,0,0,0,0,0,0,3.75,4.0,3.0,4.25,1.0,7.0,6.0,1.188,1.0,1.612,0.43,7.188,8.0,7.25,9.0,2.0,9.0,7.0,1.969,1.0,2.455,0.342,3.625,4.0,3.0,4.25,1.0,6.0,5.0,1.172,1.0,1.5,0.414,3.8,4.0,2.5,5.0,2.0,6.0,4.0,1.173,1.0,1.424,0.375,0,18,9,0,5,12,10,1,0,5,0,0,0,0.3,0.15,0.533,0.2,0.167,0.433,0.483,0.083,4.833,5.0,2.75,6.0,1.0,12.0,11.0,1.806,1.0,2.402,0.497,290.0,0.603,0.162,0.045,0.145,0.045,16.0,8,5,0.6,2.8,3.0,2.0,3.0,2.0,4.0,2.0,0.64,1.0,0.837,0.299,0
1,4,14,97,176,0.415,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,24.25,25.0,21.25,28.0,19.0,28.0,9.0,3.75,3.0,4.5,0.186,44.0,44.5,38.5,50.0,37.0,50.0,13.0,6.0,5.5,6.976,0.159,18.25,18.0,16.75,19.5,16.0,21.0,5.0,1.75,1.5,2.217,0.121,25.75,25.5,21.75,29.5,21.0,31.0,10.0,4.25,4.0,4.992,0.194,0,0,0,0,2,0,6.929,7.0,6.25,8.0,5.0,8.0,3.0,0.816,1.0,1.072,0.155,12.571,13.0,12.0,13.0,12.0,13.0,1.0,0.49,0.0,0.514,0.041,5.214,5.5,4.0,6.0,3.0,7.0,4.0,1.071,1.0,1.251,0.24,7.357,7.5,6.25,8.0,5.0,9.0,4.0,1.071,1.0,1.277,0.174,0,21,11,3,11,17,16,7,3,6,1,0,1,0.216,0.113,0.474,0.175,0.165,0.278,0.577,0.124,4.557,4.0,3.0,6.0,1.0,14.0,13.0,1.875,1.0,2.38,0.522,442.0,0.602,0.19,0.07,0.106,0.032,28.0,6,6,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
1,5,40,222,434,0.417,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,44.4,45.0,44.0,46.0,40.0,47.0,7.0,1.92,1.0,2.702,0.061,86.8,88.0,85.0,88.0,85.0,88.0,3.0,1.44,0.0,1.643,0.019,36.2,38.0,30.0,39.0,29.0,45.0,16.0,5.36,7.0,6.686,0.185,50.6,50.0,49.0,55.0,43.0,56.0,13.0,3.92,5.0,5.225,0.103,0,0,0,0,0,0,5.55,5.5,5.0,6.0,4.0,8.0,4.0,0.85,0.5,1.061,0.191,10.85,11.0,11.0,11.0,10.0,11.0,1.0,0.255,0.0,0.362,0.033,4.525,4.0,4.0,6.0,2.0,7.0,5.0,1.101,1.0,1.339,0.296,6.325,6.0,5.0,7.0,4.0,9.0,5.0,1.008,1.0,1.248,0.197,2,74,29,1,19,39,28,6,5,16,2,0,1,0.342,0.131,0.563,0.176,0.126,0.455,0.414,0.122,5.032,5.0,3.0,7.0,1.0,12.0,11.0,1.831,2.0,2.327,0.462,1117.0,0.611,0.153,0.032,0.142,0.061,44.0,26,19,0.368,2.789,3.0,2.0,3.0,2.0,5.0,3.0,0.582,0.0,0.787,0.282,0
2,19,94,460,817,0.442,4.947,4.0,3.0,6.0,2,18,16,2.349,1.0,3.643,0.736,24.211,23.0,18.5,26.0,8.0,74.0,66.0,7.38,4.0,13.592,0.561,43.0,40.0,33.0,50.0,17.0,126.0,109.0,13.053,8.0,22.738,0.529,19.0,19.0,12.0,22.0,7.0,53.0,46.0,6.737,6.0,10.154,0.534,24.0,21.0,18.0,27.0,10.0,73.0,63.0,8.105,6.0,13.433,0.56,0,2,0,0,1,2,4.894,5.0,3.25,6.0,1.0,12.0,11.0,1.704,1.0,2.241,0.458,8.691,7.0,6.25,13.0,2.0,16.0,14.0,3.053,2.0,3.504,0.403,3.84,3.5,3.0,5.0,1.0,7.0,6.0,1.287,0.5,1.554,0.405,4.957,4.0,3.0,7.0,1.0,11.0,10.0,1.977,2.0,2.372,0.478,0,142,69,2,20,74,46,22,10,68,3,3,1,0.309,0.15,0.507,0.161,0.1,0.441,0.43,0.102,4.461,4.0,2.75,6.0,1.0,12.0,11.0,1.973,2.0,2.409,0.54,2052.0,0.602,0.152,0.042,0.151,0.053,101.0,41,31,0.581,2.806,2.0,2.0,3.0,2.0,6.0,4.0,0.832,0.0,1.108,0.395,0
2,5,65,270,529,0.454,13.0,13.0,13.0,13.0,13,13,0,0.0,0.0,0.0,0.0,54.0,55.0,48.0,58.0,47.0,62.0,15.0,5.2,7.0,6.442,0.119,105.8,106.0,106.0,106.0,105.0,106.0,1.0,0.32,0.0,0.447,0.004,48.0,49.0,46.0,49.0,44.0,52.0,8.0,2.4,3.0,3.082,0.064,57.8,57.0,57.0,60.0,53.0,62.0,9.0,2.56,3.0,3.421,0.059,0,0,0,0,0,0,4.154,4.0,3.0,5.0,2.0,7.0,5.0,1.06,1.0,1.337,0.322,8.138,8.0,8.0,9.0,5.0,10.0,5.0,0.64,0.0,1.044,0.128,3.692,3.0,3.0,4.0,1.0,7.0,6.0,1.065,1.0,1.345,0.364,4.446,5.0,3.0,5.0,1.0,7.0,6.0,1.246,1.0,1.511,0.34,22,66,39,5,32,43,21,21,7,12,2,0,0,0.326,0.144,0.607,0.159,0.078,0.337,0.463,0.174,4.896,5.0,3.0,7.0,1.0,13.0,12.0,2.085,2.0,2.58,0.527,1322.0,0.6,0.166,0.047,0.14,0.048,65.0,32,21,0.381,2.81,3.0,2.0,3.0,2.0,5.0,3.0,0.617,1.0,0.814,0.29,0
1,11,44,231,428,0.495,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,21.0,20.0,20.0,23.0,16.0,26.0,10.0,2.364,2.0,3.0,0.143,38.909,39.0,36.5,41.0,32.0,46.0,14.0,3.008,2.0,3.91,0.1,19.273,19.0,17.5,21.5,12.0,26.0,14.0,3.207,2.0,4.384,0.227,19.636,20.0,18.0,20.5,15.0,25.0,10.0,2.099,1.0,2.908,0.148,1,0,0,0,0,0,5.25,5.0,4.0,6.0,1.0,8.0,7.0,1.091,1.0,1.383,0.263,9.727,9.5,9.0,11.0,5.0,12.0,7.0,1.227,1.5,1.5,0.154,4.818,5.0,4.0,6.0,1.0,9.0,8.0,1.434,1.0,1.756,0.364,4.909,5.0,4.0,6.0,2.0,8.0,6.0,1.194,1.0,1.444,0.294,2,80,28,2,16,32,22,8,10,30,0,1,0,0.355,0.121,0.554,0.139,0.095,0.416,0.45,0.126,4.463,4.0,3.0,6.0,1.0,13.0,12.0,2.016,2.0,2.562,0.574,1031.0,0.585,0.145,0.074,0.147,0.048,62.0,20,20,0.55,2.9,2.0,2.0,3.0,2.0,8.0,6.0,0.99,0.0,1.483,0.511,0
1,7,42,136,280,0.486,6.0,6.0,6.0,6.0,6,6,0,0.0,0.0,0.0,0.0,19.429,19.0,19.0,20.0,17.0,22.0,5.0,1.061,1.0,1.512,0.078,40.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,19.429,19.0,18.0,21.0,16.0,23.0,7.0,1.918,1.0,2.44,0.126,20.571,21.0,19.0,22.0,17.0,24.0,7.0,1.918,1.0,2.44,0.119,0,0,0,0,0,0,3.238,3.0,2.25,4.0,2.0,5.0,3.0,0.796,1.0,0.932,0.288,6.667,7.0,6.0,7.0,6.0,7.0,1.0,0.444,0.0,0.477,0.072,3.238,3.0,2.25,4.0,2.0,6.0,4.0,0.819,1.0,1.008,0.311,3.429,3.0,3.0,4.0,1.0,5.0,4.0,0.803,1.0,0.966,0.282,0,54,28,0,5,15,3,7,4,16,4,0,0,0.397,0.206,0.64,0.11,0.022,0.537,0.301,0.125,5.074,5.0,4.0,7.0,1.0,11.0,10.0,1.937,2.0,2.415,0.476,690.0,0.594,0.119,0.038,0.161,0.088,16.0,21,14,0.5,2.571,3.0,2.0,3.0,2.0,3.0,1.0,0.49,0.0,0.514,0.2,0
1,3,52,211,356,0.413,17.333,13.0,12.5,20.0,12,27,15,6.444,1.0,8.386,0.484,70.333,59.0,49.5,85.5,40.0,112.0,72.0,27.778,19.0,37.314,0.531,118.667,88.0,88.0,134.0,88.0,180.0,92.0,40.889,0.0,53.116,0.448,49.0,40.0,39.5,54.0,39.0,68.0,29.0,12.667,1.0,16.462,0.336,69.667,49.0,48.5,80.5,48.0,112.0,64.0,28.222,1.0,36.665,0.526,0,0,0,0,0,0,4.058,4.0,3.0,5.0,1.0,7.0,6.0,1.263,1.0,1.539,0.379,6.846,7.0,6.0,7.0,6.0,10.0,4.0,0.521,0.0,0.751,0.11,2.827,3.0,2.0,4.0,1.0,5.0,4.0,0.917,1.0,1.061,0.375,4.019,4.0,3.0,5.0,2.0,7.0,5.0,0.911,1.0,1.244,0.31,0,64,29,2,11,40,30,9,3,19,1,1,2,0.303,0.137,0.502,0.19,0.142,0.403,0.498,0.081,4.294,4.0,3.0,5.0,1.0,15.0,14.0,1.762,1.0,2.412,0.562,906.0,0.607,0.163,0.07,0.12,0.04,64.0,31,19,0.421,2.789,3.0,2.0,3.0,2.0,4.0,2.0,0.582,1.0,0.713,0.256,0
6,5,20,126,250,0.44,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,25.2,26.0,25.0,26.0,22.0,27.0,5.0,1.36,1.0,1.924,0.076,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,20.0,25.0,19.0,25.0,6.0,2.4,2.0,2.828,0.129,28.0,29.0,25.0,30.0,25.0,31.0,6.0,2.4,2.0,2.828,0.101,0,0,0,0,0,0,6.3,6.0,5.75,7.0,5.0,9.0,4.0,0.89,1.0,1.129,0.179,12.5,12.5,12.0,13.0,12.0,13.0,1.0,0.5,0.5,0.513,0.041,5.5,5.0,4.75,7.0,3.0,8.0,5.0,1.2,1.0,1.433,0.26,7.0,7.0,6.0,8.0,4.0,9.0,5.0,1.0,1.0,1.338,0.191,1,50,17,1,8,14,3,7,4,11,8,2,0,0.405,0.135,0.611,0.111,0.024,0.413,0.421,0.143,4.881,5.0,3.0,6.0,1.0,12.0,11.0,1.87,2.0,2.321,0.475,615.0,0.593,0.167,0.05,0.15,0.039,21.0,10,6,0.667,2.5,2.0,2.0,2.75,2.0,4.0,2.0,0.667,0.0,0.837,0.335,0
3,5,20,125,250,0.472,4.0,4.0,4.0,4.0,4,4,0,0.0,0.0,0.0,0.0,25.0,24.0,23.0,26.0,22.0,30.0,8.0,2.4,2.0,3.162,0.126,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,23.6,23.0,21.0,27.0,20.0,27.0,7.0,2.72,3.0,3.286,0.139,26.4,27.0,23.0,29.0,23.0,30.0,7.0,2.72,3.0,3.286,0.124,1,0,0,0,0,0,6.25,6.0,6.0,7.0,4.0,9.0,5.0,0.925,1.0,1.251,0.2,12.5,12.5,12.0,13.0,12.0,13.0,1.0,0.5,0.5,0.513,0.041,5.9,6.0,5.0,7.0,4.0,8.0,4.0,0.94,1.0,1.252,0.212,6.6,7.0,6.0,7.25,4.0,9.0,5.0,1.08,1.0,1.353,0.205,0,42,17,0,5,27,5,4,7,12,4,2,0,0.336,0.136,0.512,0.216,0.04,0.384,0.36,0.232,4.936,5.0,3.0,7.0,1.0,12.0,11.0,2.103,2.0,2.605,0.528,617.0,0.595,0.157,0.041,0.162,0.045,28.0,9,11,0.455,2.727,3.0,2.0,3.0,2.0,4.0,2.0,0.661,1.0,0.786,0.288,0
3,1,45,249,482,0.405,45.0,45.0,45.0,45.0,45,45,0,0.0,0.0,0.0,0.0,249.0,249.0,249.0,249.0,249.0,249.0,0.0,0.0,0.0,0.0,0.0,482.0,482.0,482.0,482.0,482.0,482.0,0.0,0.0,0.0,0.0,0.0,195.0,195.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,287.0,287.0,287.0,287.0,287.0,287.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.533,5.0,5.0,6.0,4.0,8.0,4.0,0.901,1.0,1.057,0.191,10.711,11.0,10.0,11.0,10.0,13.0,3.0,0.695,1.0,0.895,0.084,4.333,4.0,3.0,6.0,1.0,7.0,6.0,1.259,1.0,1.477,0.341,6.378,6.0,5.0,8.0,3.0,10.0,7.0,1.408,1.0,1.683,0.264,0,79,34,0,20,40,25,16,9,19,4,3,0,0.317,0.137,0.534,0.161,0.1,0.382,0.438,0.145,4.867,5.0,3.0,6.0,1.0,11.0,10.0,2.061,2.0,2.555,0.525,1212.0,0.602,0.174,0.043,0.121,0.059,41.0,31,16,0.5,2.75,3.0,2.0,3.0,2.0,4.0,2.0,0.656,1.0,0.775,0.282,0
4,4,32,99,208,0.534,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,24.75,25.0,21.75,28.0,21.0,28.0,7.0,3.25,3.0,3.775,0.153,52.0,52.0,48.0,56.0,48.0,56.0,8.0,4.0,4.0,4.619,0.089,27.75,29.0,23.5,33.25,19.0,34.0,15.0,5.75,4.5,7.089,0.255,24.25,23.0,22.75,24.5,22.0,29.0,7.0,2.375,0.5,3.202,0.132,0,0,0,0,0,0,3.094,3.0,2.0,4.0,2.0,6.0,4.0,0.76,1.0,1.027,0.332,6.5,6.0,5.0,7.5,5.0,9.0,4.0,1.5,1.0,1.685,0.259,3.581,4.0,3.0,4.0,1.0,6.0,5.0,1.003,1.0,1.205,0.336,3.129,3.0,2.0,4.0,1.0,7.0,6.0,1.311,1.0,1.586,0.507,0,35,17,5,7,11,7,6,3,7,0,1,0,0.354,0.172,0.646,0.111,0.071,0.434,0.333,0.222,5.04,5.0,3.0,7.0,1.0,10.0,9.0,1.908,2.0,2.394,0.475,499.0,0.583,0.168,0.02,0.168,0.06,28.0,11,14,0.429,3.5,3.0,2.0,3.75,2.0,8.0,6.0,1.429,1.0,1.912,0.546,0
1,4,32,134,256,0.441,8.0,8.0,8.0,8.0,8,8,0,0.0,0.0,0.0,0.0,33.5,35.0,32.5,36.0,28.0,36.0,8.0,2.75,1.0,3.786,0.113,64.0,64.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,28.25,29.0,27.25,30.0,25.0,30.0,5.0,1.75,1.0,2.363,0.084,35.75,35.0,34.0,36.75,34.0,39.0,5.0,1.75,1.0,2.363,0.066,0,0,0,0,0,0,4.188,4.0,3.0,5.0,3.0,7.0,4.0,0.832,1.0,1.091,0.26,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.531,3.5,3.0,4.0,1.0,6.0,5.0,0.969,0.5,1.164,0.329,4.469,4.5,4.0,5.0,2.0,7.0,5.0,0.969,0.5,1.164,0.26,2,38,28,0,3,20,19,6,3,10,2,2,1,0.299,0.209,0.53,0.149,0.142,0.5,0.388,0.082,4.754,5.0,3.0,6.0,1.0,14.0,13.0,1.977,2.0,2.448,0.515,637.0,0.598,0.154,0.03,0.157,0.061,29.0,13,15,0.6,2.667,2.0,2.0,3.0,2.0,7.0,5.0,0.8,0.0,1.291,0.484,0
3,4,14,76,154,0.351,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,19.0,19.0,16.0,22.0,13.0,25.0,12.0,4.0,4.0,5.164,0.272,38.5,38.5,33.0,44.0,33.0,44.0,11.0,5.5,5.5,6.351,0.165,13.5,13.5,13.0,14.0,13.0,14.0,1.0,0.5,0.5,0.577,0.043,25.0,25.0,19.75,30.25,19.0,31.0,12.0,5.5,5.5,6.377,0.255,0,0,0,0,1,0,5.429,5.0,4.25,6.0,4.0,8.0,4.0,1.061,1.0,1.284,0.237,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,3.857,4.0,3.25,4.75,2.0,6.0,4.0,0.918,1.0,1.231,0.319,7.143,7.0,6.25,7.75,5.0,9.0,4.0,0.918,1.0,1.231,0.172,0,33,13,1,2,12,0,7,4,1,0,3,0,0.434,0.171,0.645,0.158,0.0,0.447,0.447,0.092,5.237,5.0,3.0,7.0,1.0,15.0,14.0,2.26,2.0,2.814,0.537,398.0,0.613,0.128,0.055,0.121,0.083,23.0,6,9,0.222,3.444,3.0,3.0,3.0,2.0,7.0,5.0,1.136,0.0,1.59,0.462,0
4,4,14,76,148,0.439,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,19.0,20.0,16.0,23.0,13.0,23.0,10.0,4.0,3.0,4.899,0.258,37.0,37.0,32.0,42.0,32.0,42.0,10.0,5.0,5.0,5.774,0.156,16.25,16.0,15.75,16.5,15.0,18.0,3.0,0.875,0.5,1.258,0.077,20.75,21.0,15.5,26.25,14.0,27.0,13.0,5.75,5.5,6.702,0.323,0,0,0,0,0,0,5.429,6.0,5.0,6.0,4.0,6.0,2.0,0.653,0.0,0.756,0.139,10.571,11.0,10.0,11.0,10.0,11.0,1.0,0.49,0.0,0.514,0.049,4.643,5.0,4.0,5.0,2.0,7.0,5.0,1.122,1.0,1.447,0.312,5.929,6.0,5.0,6.75,3.0,9.0,6.0,1.224,1.0,1.639,0.276,0,15,13,0,3,18,12,7,3,5,0,0,0,0.197,0.171,0.408,0.237,0.158,0.316,0.421,0.184,4.908,5.0,3.0,7.0,1.0,10.0,9.0,2.078,2.0,2.588,0.527,373.0,0.603,0.196,0.035,0.121,0.046,14.0,6,5,0.2,2.8,3.0,3.0,3.0,2.0,3.0,1.0,0.32,0.0,0.447,0.16,0
1,4,14,71,148,0.365,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,17.75,17.5,15.5,19.75,14.0,22.0,8.0,2.75,2.5,3.5,0.197,37.0,37.0,32.0,42.0,32.0,42.0,10.0,5.0,5.0,5.774,0.156,13.5,13.5,11.75,15.25,11.0,16.0,5.0,2.0,2.0,2.38,0.176,23.5,23.0,19.25,27.25,17.0,31.0,14.0,5.0,4.5,6.245,0.266,0,0,0,0,0,0,5.071,5.0,5.0,5.0,4.0,6.0,2.0,0.398,0.0,0.616,0.121,10.571,11.0,10.0,11.0,10.0,11.0,1.0,0.49,0.0,0.514,0.049,3.857,4.0,3.0,4.75,2.0,7.0,5.0,1.041,1.0,1.406,0.365,6.714,7.0,6.0,7.75,3.0,9.0,6.0,1.184,1.0,1.59,0.237,0,22,7,0,8,9,15,3,4,2,0,1,0,0.31,0.099,0.521,0.127,0.211,0.366,0.465,0.155,5.197,5.0,3.0,7.0,1.0,12.0,11.0,2.081,2.0,2.505,0.482,369.0,0.599,0.173,0.046,0.13,0.051,27.0,4,7,0.571,2.429,2.0,2.0,3.0,2.0,3.0,1.0,0.49,0.0,0.535,0.22,0
2,4,14,84,154,0.357,3.5,3.5,3.0,4.0,3,4,1,0.5,0.5,0.577,0.165,21.0,21.0,19.25,22.75,17.0,25.0,8.0,2.5,2.5,3.367,0.16,38.5,38.5,33.0,44.0,33.0,44.0,11.0,5.5,5.5,6.351,0.165,13.75,14.5,13.0,15.25,10.0,16.0,6.0,1.875,1.0,2.63,0.191,24.75,26.0,21.5,29.25,17.0,30.0,13.0,4.75,3.5,6.021,0.243,0,0,0,0,1,0,6.0,6.0,5.0,7.0,4.0,8.0,4.0,0.857,1.0,1.109,0.185,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,3.929,4.0,4.0,4.0,1.0,7.0,6.0,0.827,0.0,1.385,0.352,7.071,7.0,7.0,7.0,4.0,10.0,6.0,0.827,0.0,1.385,0.196,0,23,12,1,7,19,8,8,2,3,0,0,1,0.274,0.143,0.512,0.226,0.095,0.345,0.476,0.143,4.833,5.0,3.0,6.0,1.0,11.0,10.0,2.028,2.0,2.439,0.505,406.0,0.621,0.16,0.044,0.116,0.059,17.0,6,5,0.6,2.6,2.0,2.0,3.0,2.0,4.0,2.0,0.72,0.0,0.894,0.344,0
