nWord_title,nStanza,q3_nSyll_lg,MADmed_nSyll_lg,rstd_nSyll_lg,rhyme_abcdb,rhyme_abca,rhyme_aaaa,q1_nWord_l,MADmed_nSyll_l,SCONJ,DET,ADP,med_lenWord,PUNCT,range_lenAll,class_label
3,3,38.0,0.0,0.0,2,0,0,4.0,0.0,0,3,0,5.0,29.0,3.0,1
3,6,28.0,0.0,0.0,0,0,0,4.0,0.0,0,30,0,3.0,19.0,2.0,1
3,5,33.0,0.0,0.0,0,0,0,4.5,0.0,0,10,0,5.0,23.0,1.0,1
3,3,33.0,0.0,0.0,0,3,0,2.75,0.5,1,2,0,6.5,7.0,0.0,1
3,3,27.0,0.0,0.0,0,0,0,4.0,0.0,1,1,1,5.0,15.0,0.0,1
3,5,38.0,0.0,0.012,0,0,0,4.0,0.0,2,5,2,5.0,24.0,1.0,1
3,6,44.0,0.0,0.009,6,0,0,4.0,0.0,3,8,1,5.0,34.0,1.0,1
3,7,27.0,0.0,0.0,0,0,0,4.0,0.0,2,11,0,5.0,28.0,1.0,1
3,3,31.0,0.0,0.0,0,0,0,3.0,0.0,3,5,2,4.0,12.0,0.0,1
3,5,27.0,0.0,0.0,0,0,0,4.0,0.0,4,4,0,4.5,25.0,0.0,1
3,7,43.0,0.0,0.0,7,0,0,4.0,0.0,10,14,0,3.5,53.0,5.0,1
3,3,30.0,0.0,0.0,0,1,0,2.75,0.5,1,3,0,5.0,12.0,0.0,1
3,4,24.0,0.0,0.0,0,0,0,3.75,0.0,3,1,1,5.0,19.0,3.0,1
2,7,27.0,0.0,0.0,0,0,0,4.0,0.0,1,7,0,5.0,32.0,2.0,1
3,8,30.0,0.0,0.0,0,8,0,3.0,0.5,4,11,2,5.0,51.0,2.0,1
3,5,45.0,0.0,0.0,5,0,0,4.0,0.0,2,8,0,5.0,30.0,1.0,1
3,6,14.0,0.0,0.0,0,0,0,3.0,0.0,0,3,0,5.0,13.0,0.0,1
3,3,36.5,0.0,0.016,0,0,0,4.0,0.0,1,1,0,5.0,21.0,3.0,1
3,5,28.0,0.0,0.016,0,0,0,2.0,0.0,6,2,0,5.0,24.0,1.0,1
3,6,43.75,0.0,0.012,0,0,0,4.0,0.0,1,9,3,5.0,47.0,1.0,1
3,6,43.0,0.0,0.0,0,0,0,4.0,0.0,0,10,1,5.0,30.0,1.0,1
3,4,52.0,0.0,0.0,0,0,0,3.0,1.0,1,6,0,4.0,35.0,2.0,1
3,3,36.0,0.0,0.0,0,0,0,3.0,0.5,0,6,2,5.0,14.0,3.0,1
3,6,35.0,0.0,0.0,0,0,0,3.0,0.0,4,4,0,5.0,32.0,3.0,1
3,5,30.0,0.0,0.0,0,0,0,2.0,0.0,0,6,2,5.0,19.0,1.0,1
3,3,42.0,0.0,0.0,0,0,0,3.5,0.0,0,4,1,5.0,20.0,2.0,1
5,4,30.0,0.0,0.0,0,0,0,3.0,1.5,3,0,0,5.0,27.0,3.0,1
3,5,26.0,0.0,0.0,0,0,0,4.0,0.0,0,6,0,5.0,18.0,0.0,1
3,8,32.0,0.0,0.0,0,0,8,3.0,0.0,2,7,1,5.0,43.0,5.0,1
3,10,36.0,0.0,0.017,0,0,0,4.0,2.0,3,27,4,4.0,35.0,3.0,1
3,4,39.0,0.0,0.0,0,0,0,4.0,0.0,0,8,2,5.0,23.0,3.0,1
3,4,62.25,11.5,0.332,0,0,0,4.0,1.0,2,7,1,4.0,34.0,5.0,1
3,7,26.0,0.0,0.0,0,0,0,2.75,0.0,0,6,1,5.0,31.0,3.0,1
3,3,40.0,0.0,0.0,0,0,0,3.5,0.0,1,10,1,5.0,17.0,1.0,1
3,3,32.0,0.0,0.0,0,0,1,3.75,0.0,1,2,0,5.0,17.0,1.0,1
3,7,42.0,0.0,0.0,0,0,0,5.0,0.0,4,14,0,4.0,42.0,1.0,1
3,6,26.0,0.0,0.0,0,0,0,3.25,0.0,0,2,0,5.0,26.0,2.0,1
3,5,34.0,0.0,0.0,0,0,0,4.0,0.5,2,7,1,5.0,33.0,1.0,1
3,3,31.0,0.0,0.0,0,3,0,3.0,0.5,0,7,2,5.0,12.0,1.0,1
3,6,34.0,0.0,0.012,0,0,0,4.0,0.0,1,12,0,4.0,34.0,2.0,1
3,3,28.0,0.0,0.0,0,0,0,2.0,0.0,0,3,0,6.0,18.0,1.0,1
3,5,42.0,0.0,0.0,4,0,0,4.0,0.0,3,10,1,5.0,24.0,1.0,1
3,3,43.0,0.0,0.014,0,0,0,2.25,2.0,0,4,0,5.0,17.0,3.0,1
3,4,30.25,0.5,0.027,0,0,0,3.75,1.0,2,3,0,5.0,17.0,1.0,1
4,7,74.0,4.0,0.142,0,0,0,4.0,1.0,3,21,1,5.0,63.0,3.0,1
3,5,42.0,0.0,0.0,0,0,0,4.0,0.0,1,7,1,4.5,34.0,1.0,1
3,3,35.0,0.0,0.0,3,0,0,3.0,0.0,3,1,0,5.0,19.0,2.0,1
3,6,42.0,0.0,0.0,4,0,0,4.0,0.0,3,17,2,4.0,43.0,2.0,1
3,4,57.25,0.0,0.009,0,0,0,4.0,0.0,4,11,0,4.0,28.0,3.0,1
3,2,57.0,0.0,0.0,0,0,0,3.25,0.0,1,5,0,5.0,20.0,0.0,1
3,6,38.0,0.0,0.0,0,0,0,2.0,0.0,2,9,1,5.0,34.0,2.0,1
3,10,35.0,1.0,0.077,0,0,0,3.0,1.0,3,6,1,5.0,61.0,5.0,1
3,3,28.5,0.0,0.02,0,0,0,2.75,1.5,0,3,0,5.0,12.0,1.0,1
3,5,40.0,0.0,0.0,0,0,0,4.0,0.0,0,13,1,5.0,37.0,4.0,1
3,8,50.0,0.0,0.007,0,0,0,5.0,0.0,3,14,2,4.0,71.0,3.0,1
3,5,34.0,0.0,0.0,0,0,0,4.0,0.5,1,10,0,5.0,13.0,1.0,1
3,4,34.0,0.0,0.0,0,0,0,3.75,0.0,4,3,1,5.0,17.0,2.0,1
3,4,63.0,0.0,0.0,0,0,0,3.0,0.0,0,4,1,5.0,27.0,1.0,1
3,3,25.0,0.0,0.0,0,0,0,4.0,0.0,2,2,0,3.0,13.0,1.0,1
3,5,45.0,0.0,0.476,0,0,0,3.0,0.0,6,10,1,5.0,32.0,3.0,1
3,5,24.0,0.0,0.0,0,0,0,3.0,0.0,5,2,0,6.0,28.0,2.0,1
3,5,35.0,0.0,0.0,0,0,0,4.0,0.0,2,7,2,5.0,25.0,1.0,1
3,7,25.0,0.0,0.0,0,0,0,2.0,0.0,0,3,1,5.0,19.0,3.0,1
3,3,42.0,0.0,0.0,0,0,0,3.0,0.0,0,3,1,6.0,24.0,0.0,1
3,3,29.0,0.0,0.0,0,0,0,2.5,0.5,0,2,1,5.0,12.0,0.0,1
3,4,36.0,0.0,0.0,0,0,1,4.0,0.0,0,6,0,5.0,21.0,1.0,1
3,3,33.0,0.0,0.0,0,0,0,3.0,0.0,0,2,1,6.0,12.0,0.0,1
3,6,26.0,0.0,0.0,0,0,0,4.0,0.0,1,4,2,5.0,20.0,2.0,1
3,8,27.0,0.0,0.0,0,0,0,3.0,0.0,2,3,0,4.0,37.0,3.0,1
3,9,24.0,0.0,0.0,0,0,1,2.0,0.0,2,11,2,5.0,31.0,3.0,1
3,5,42.0,0.0,0.0,5,0,0,4.0,0.0,2,10,1,5.0,27.0,1.0,1
3,8,28.0,0.0,0.0,0,0,1,3.0,0.0,11,7,4,4.0,36.0,3.0,1
3,3,39.0,0.0,0.0,0,0,0,2.0,0.0,0,5,0,5.0,20.0,1.0,1
3,4,28.0,0.0,0.0,0,0,0,3.0,0.0,2,6,1,5.0,19.0,2.0,1
3,3,46.0,0.0,0.0,0,0,0,3.0,0.0,0,4,0,5.0,23.0,3.0,1
3,4,29.0,0.0,0.0,0,0,0,3.0,1.5,0,8,0,4.0,17.0,2.0,1
3,4,53.5,1.5,0.042,0,0,0,4.0,0.0,11,5,1,4.0,31.0,2.0,1
3,5,36.0,0.0,0.0,0,0,0,3.75,0.0,0,3,0,5.0,31.0,1.0,1
3,4,32.0,0.0,0.0,0,0,0,3.0,0.5,0,2,0,5.0,17.0,1.0,1
3,15,35.0,0.0,0.0,0,0,0,4.0,0.5,5,23,2,5.0,76.0,3.0,1
3,9,32.0,0.0,0.0,0,0,0,3.0,1.0,1,10,1,5.0,37.0,2.0,1
3,7,45.0,0.0,0.0,0,0,0,4.0,0.0,3,11,0,4.0,61.0,2.0,1
3,7,42.0,0.0,0.0,0,0,0,4.75,0.5,4,13,3,5.0,38.0,2.0,1
3,4,36.0,0.0,0.0,0,0,0,4.0,0.0,1,11,0,5.0,22.0,1.0,1
3,7,50.0,1.0,0.026,0,0,0,3.0,1.0,0,18,9,5.0,31.0,1.0,1
3,4,34.0,0.0,0.0,0,0,0,3.0,0.0,2,7,0,5.0,26.0,3.0,1
3,3,41.0,0.0,0.0,0,0,0,3.0,0.0,0,4,1,5.0,18.0,1.0,1
3,6,42.0,0.0,0.01,4,0,0,4.0,0.0,4,11,2,5.0,38.0,5.0,1
3,4,28.0,0.0,0.0,0,0,0,3.75,1.0,1,5,0,5.0,11.0,0.0,1
3,5,26.0,0.0,0.0,0,0,0,5.0,0.0,4,8,2,4.0,35.0,3.0,1
3,5,32.0,0.0,0.0,0,0,0,3.0,0.0,1,6,2,6.0,26.0,4.0,1
3,6,34.0,0.0,0.0,0,0,0,4.0,0.0,4,10,0,4.0,25.0,6.0,1
3,6,37.0,0.0,0.0,0,0,0,3.0,0.0,2,4,3,5.0,47.0,4.0,1
3,4,37.0,0.0,0.0,0,0,0,3.0,0.0,3,7,0,5.0,15.0,2.0,1
3,5,41.0,0.0,0.0,4,0,0,4.0,0.0,3,8,1,5.0,30.0,0.0,1
3,8,30.0,0.0,0.0,0,0,0,3.0,0.5,4,17,1,4.0,33.0,1.0,1
3,7,20.0,0.0,0.0,0,0,0,3.0,0.0,1,5,2,4.0,22.0,1.0,1
3,2,41.75,0.5,0.017,0,0,0,3.0,0.0,0,5,0,6.0,13.0,1.0,1
3,3,31.0,0.0,0.019,0,0,0,4.0,1.0,5,1,0,4.0,16.0,0.0,1
3,2,40.0,0.0,0.0,0,0,0,3.0,1.0,2,4,1,4.0,9.0,1.0,1
3,6,36.0,0.0,0.0,0,0,0,4.0,0.0,1,14,0,5.0,29.0,2.0,1
3,3,36.0,0.0,0.0,0,0,0,4.0,1.0,1,8,2,5.0,11.0,1.0,1
3,5,25.0,0.0,0.0,0,0,0,2.0,0.0,0,3,0,6.0,19.0,1.0,1
3,6,36.0,0.0,0.0,0,0,0,4.0,0.0,1,10,2,5.0,30.0,1.0,1
3,6,36.0,0.0,0.0,4,0,0,3.0,0.0,1,15,1,5.0,32.0,1.0,1
4,8,31.0,0.0,0.0,0,0,0,5.0,0.0,2,16,1,4.0,39.0,1.0,1
3,6,31.0,0.0,0.0,0,0,0,3.75,0.5,3,7,0,5.0,36.0,2.0,1
3,5,34.0,0.0,0.0,0,5,0,3.0,0.5,2,2,1,6.0,20.0,0.0,1
3,3,32.0,0.0,0.0,0,0,0,1.5,1.0,2,4,0,4.0,17.0,3.0,1
3,5,43.0,0.0,0.0,4,0,0,3.0,0.0,5,11,0,5.0,29.0,2.0,1
3,5,35.0,0.0,0.0,0,0,0,3.0,0.0,4,2,2,5.0,23.0,3.0,1
3,5,35.0,0.0,0.0,0,5,0,3.0,1.0,0,1,2,5.0,25.0,3.0,1
3,4,32.0,0.0,0.0,0,0,0,2.75,0.0,5,7,0,5.0,18.0,1.0,1
3,5,39.0,0.0,0.029,0,0,0,3.0,0.0,0,8,0,5.0,33.0,1.0,1
3,8,29.0,0.0,0.0,0,0,0,4.0,0.0,3,5,0,5.0,34.0,1.0,1
3,7,28.0,0.0,0.571,0,0,0,2.25,0.0,2,6,0,6.0,39.0,4.0,1
3,5,35.0,0.0,0.026,0,0,0,4.0,0.0,3,7,1,5.0,23.0,1.0,1
3,6,33.0,0.0,0.0,0,5,0,3.0,0.0,4,2,0,5.0,30.0,1.0,1
3,6,34.0,0.0,0.0,0,0,0,4.0,0.0,4,13,1,4.0,32.0,3.0,1
3,9,30.0,0.0,0.0,0,0,0,3.0,1.5,3,11,2,4.0,30.0,1.0,1
3,3,32.0,0.0,0.0,0,0,0,3.75,0.0,0,3,1,5.0,20.0,5.0,1
3,10,18.0,0.0,0.0,0,0,0,3.75,0.0,0,8,0,5.0,21.0,1.0,1
3,5,42.0,0.0,0.0,3,0,0,4.0,0.0,0,5,2,5.0,35.0,3.0,1
3,6,31.0,0.0,0.0,0,0,0,2.75,0.0,1,4,1,5.0,25.0,1.0,1
3,3,32.0,0.0,0.0,0,0,0,3.75,1.0,0,3,0,5.0,13.0,2.0,1
3,3,42.0,0.0,0.0,0,0,0,4.0,0.0,1,6,0,4.0,35.0,5.0,1
3,6,24.0,0.0,0.0,0,0,0,2.0,0.0,1,3,0,5.0,14.0,3.0,1
3,6,35.0,0.0,0.0,0,0,0,3.0,0.0,0,5,1,5.0,31.0,0.0,1
3,7,41.0,0.0,0.0,4,0,0,3.0,0.0,0,7,1,5.0,68.0,3.0,1
3,16,18.0,0.0,0.0,0,0,0,4.0,0.0,0,12,2,4.0,51.0,3.0,1
3,6,27.0,0.0,0.0,0,0,0,4.0,0.0,0,7,1,4.0,20.0,3.0,1
3,8,36.0,0.0,0.0,0,0,0,4.75,0.0,4,11,6,4.0,53.0,2.0,1
3,5,36.0,0.0,0.0,0,0,0,3.0,0.0,2,6,1,5.0,26.0,1.0,1
3,2,96.0,0.0,0.0,0,0,0,2.0,0.0,0,0,0,7.0,62.0,4.0,1
3,4,49.0,0.0,0.0,0,0,0,3.75,0.5,0,1,0,5.0,34.0,0.0,1
3,4,69.0,0.0,0.0,0,0,0,4.0,0.0,3,7,1,5.0,43.0,2.0,1
3,1,40.0,0.0,0.0,0,1,0,5.0,0.0,0,5,0,3.5,3.0,0.0,1
3,8,30.0,0.0,0.0,0,0,0,3.0,1.5,6,4,1,5.0,42.0,2.0,1
3,9,31.0,0.0,0.0,0,6,0,3.0,0.0,5,7,1,5.0,34.0,3.0,1
3,4,36.0,0.0,0.0,0,0,0,3.0,0.0,0,5,1,5.0,13.0,0.0,1
3,12,35.0,0.0,0.011,0,0,0,4.0,0.0,11,18,4,4.0,63.0,2.0,1
3,12,28.0,10.0,0.58,0,0,0,2.0,0.0,3,8,0,5.0,40.0,2.0,1
3,4,34.0,0.0,0.0,0,0,1,4.0,0.0,0,4,0,5.0,20.0,0.0,1
3,4,24.25,0.0,0.021,0,0,0,3.0,0.0,3,1,1,4.0,16.0,3.0,1
3,8,29.0,0.0,0.012,0,0,0,4.0,0.0,2,3,0,5.0,38.0,1.0,1
3,6,29.0,0.0,0.0,0,0,0,3.0,1.0,4,2,1,5.0,26.0,1.0,1
3,1,168.0,0.0,0.0,0,0,0,2.0,2.0,3,7,0,5.0,27.0,3.0,1
3,3,23.0,0.0,0.0,0,0,0,2.75,0.5,2,3,0,5.0,7.0,0.0,1
3,16,66.0,5.0,0.324,0,0,0,3.0,1.0,15,32,6,5.0,134.0,4.0,1
3,4,38.0,0.0,0.0,0,0,0,4.0,2.0,2,10,1,5.0,22.0,1.0,1
3,5,30.0,0.0,0.0,0,0,0,4.5,1.0,2,8,1,5.0,17.0,1.0,1
3,1,108.0,0.0,0.0,0,0,0,2.0,1.0,0,2,0,5.0,17.0,1.0,1
3,5,37.0,0.0,0.0,0,0,0,2.0,1.0,2,2,3,5.0,25.0,1.0,1
3,4,33.0,0.0,0.0,0,0,0,3.0,0.0,2,2,2,5.0,14.0,1.0,1
3,2,52.5,15.0,0.471,0,0,0,3.0,0.0,4,4,0,4.0,15.0,1.0,1
3,1,267.0,0.0,0.0,0,0,0,3.0,1.0,2,9,2,5.0,30.0,2.0,1
3,5,30.0,0.0,0.038,0,0,0,3.0,0.0,1,4,0,5.0,22.0,3.0,1
3,28,48.0,0.0,0.0,0,0,0,5.0,0.0,13,44,7,5.0,164.0,3.0,1
3,5,33.0,0.0,0.0,0,0,0,3.0,2.0,4,6,0,4.0,24.0,1.0,1
3,8,32.0,0.0,0.022,0,0,0,3.0,0.0,3,7,0,5.0,35.0,2.0,1
3,4,44.0,0.0,0.0,0,0,0,3.0,0.0,1,5,2,5.0,17.0,3.0,1
3,8,27.0,0.0,0.0,0,0,0,4.0,0.0,4,12,0,5.0,24.0,2.0,1
3,7,35.0,0.0,0.0,6,0,0,3.0,0.0,2,11,1,5.0,32.0,1.0,1
3,3,32.0,0.0,0.0,0,0,0,4.0,0.0,2,5,0,5.0,17.0,0.0,1
3,4,24.0,0.0,0.0,0,0,0,4.0,0.0,6,3,0,4.0,12.0,1.0,1
3,4,46.25,0.0,0.011,0,0,0,4.0,0.0,2,7,0,5.0,25.0,2.0,1
3,3,31.0,0.0,0.0,0,0,0,4.0,0.0,0,2,0,4.5,13.0,0.0,1
3,6,54.25,23.0,0.714,0,0,0,3.0,2.0,10,9,0,5.0,33.0,1.0,1
3,8,32.0,0.0,0.0,0,7,0,3.0,0.0,1,9,0,5.0,38.0,4.0,1
3,4,36.0,0.0,0.0,0,0,1,3.0,0.0,0,2,0,5.0,21.0,1.0,1
3,8,28.0,0.0,0.0,0,0,0,3.0,0.0,0,11,1,5.0,30.0,3.0,1
3,8,19.0,0.0,0.019,0,0,0,4.0,0.0,3,7,1,5.0,23.0,1.0,1
3,3,41.0,0.0,0.0,0,0,0,4.0,0.5,0,6,0,4.0,17.0,1.0,1
3,3,238.0,0.0,1.292,0,0,0,5.0,0.0,8,15,0,5.0,65.0,3.0,1
3,6,110.0,21.5,0.452,0,0,0,3.0,1.0,8,29,1,4.0,66.0,2.0,1
3,8,28.0,0.0,0.0,0,0,0,3.0,0.0,4,9,1,5.0,25.0,5.0,1
3,5,23.0,0.0,0.0,0,0,0,3.5,0.0,2,5,0,5.0,17.0,1.0,1
3,6,29.0,0.0,0.014,0,0,0,4.25,0.0,3,7,0,4.0,30.0,3.0,1
3,5,50.0,0.0,0.0,0,0,0,3.0,0.0,0,8,2,5.0,31.0,1.0,1
3,9,22.0,0.0,0.0,0,0,0,2.0,0.5,1,4,1,5.0,35.0,2.0,1
3,6,28.0,0.0,0.0,0,0,0,2.0,1.5,2,2,0,5.0,27.0,1.0,1
3,3,54.0,0.0,0.0,0,0,0,3.0,0.0,0,6,0,6.0,26.0,3.0,1
3,4,25.0,0.0,0.0,0,0,0,2.75,2.0,5,6,0,4.0,28.0,1.0,1
3,1,270.0,0.0,0.0,0,0,0,3.0,1.5,2,7,3,5.0,38.0,3.0,1
3,9,32.0,0.0,0.0,0,0,0,3.0,0.0,6,7,4,5.0,35.0,1.0,1
3,4,35.0,0.0,0.0,0,0,4,3.75,0.0,1,0,0,5.0,22.0,0.0,1
3,18,42.0,0.0,0.008,0,0,0,5.0,0.0,6,38,3,4.0,110.0,5.0,1
3,5,28.0,0.0,0.0,0,0,0,2.75,0.0,6,2,0,5.0,25.0,0.0,1
3,5,27.0,0.0,0.0,0,0,0,3.0,0.0,2,4,0,5.0,19.0,2.0,1
3,5,42.0,0.0,0.0,0,0,0,3.0,0.0,2,5,0,5.0,26.0,3.0,1
3,3,36.0,0.0,0.0,0,0,0,4.0,0.0,3,5,0,5.0,13.0,0.0,1
3,4,22.0,0.0,0.0,0,0,1,2.0,0.0,0,5,0,5.0,10.0,1.0,1
3,7,26.0,0.0,0.015,0,0,0,3.0,0.0,0,9,0,4.0,28.0,1.0,1
3,1,212.0,0.0,0.0,0,0,0,1.25,2.0,2,10,1,5.0,32.0,1.0,1
3,7,54.0,0.0,0.0,0,0,0,4.0,0.0,8,10,0,5.0,48.0,2.0,1
3,6,40.0,0.0,0.0,0,0,0,3.0,0.0,2,3,3,5.0,31.0,4.0,1
3,3,42.0,0.0,0.0,0,0,0,3.0,0.0,0,3,0,5.0,13.0,1.0,1
3,1,230.0,0.0,0.0,0,0,0,2.0,0.0,1,8,1,6.0,21.0,1.0,1
3,6,33.0,0.0,0.0,0,0,0,4.0,0.0,2,5,1,5.0,25.0,3.0,1
3,8,36.0,0.0,0.0,0,0,0,4.0,0.0,0,11,1,5.0,38.0,5.0,1
3,4,33.0,0.0,0.0,0,0,0,3.75,1.0,4,3,0,5.0,17.0,2.0,1
3,7,43.0,0.0,0.0,0,0,0,4.0,0.0,8,10,1,5.0,36.0,2.0,1
3,8,37.0,2.0,0.071,0,0,0,3.0,0.0,5,17,1,5.0,42.0,4.0,1
3,6,40.0,0.0,0.01,0,0,0,3.25,0.0,4,13,2,4.0,37.0,3.0,1
3,6,36.0,0.0,0.0,0,0,0,4.0,0.0,3,4,1,5.0,26.0,2.0,1
3,7,32.0,0.0,0.017,0,0,0,3.0,0.0,2,14,1,5.0,24.0,1.0,1
3,4,42.0,0.0,0.0,0,0,0,3.75,0.0,1,5,0,5.0,22.0,1.0,1
3,7,35.0,1.0,0.078,5,0,0,3.0,1.0,1,14,1,5.0,25.0,1.0,1
3,4,32.0,0.0,0.0,0,0,0,3.0,0.5,7,5,1,5.0,20.0,1.0,1
3,5,29.0,0.0,0.0,0,0,0,1.75,0.0,0,4,1,6.0,20.0,1.0,1
3,7,26.0,0.0,0.0,0,0,0,4.0,0.0,2,7,0,5.0,26.0,2.0,1
3,3,155.5,0.0,0.903,0,0,0,3.0,0.0,4,21,3,5.0,53.0,1.0,1
3,1,324.0,0.0,0.0,0,0,0,4.0,0.0,1,11,2,5.0,48.0,1.0,1
3,8,36.0,0.0,0.0,0,0,0,4.0,0.0,4,11,2,5.0,50.0,3.0,1
3,5,58.0,1.0,0.418,0,0,0,3.0,1.0,6,9,0,5.0,26.0,1.0,1
3,1,224.0,0.0,0.0,0,0,0,3.0,1.0,4,14,1,5.0,33.0,1.0,1
3,7,35.0,0.0,0.016,0,4,0,3.0,1.5,7,13,1,5.0,32.0,2.0,1
3,3,40.0,0.0,0.0,0,0,0,3.0,1.0,0,2,2,6.0,12.0,1.0,1
3,7,34.0,0.0,0.0,5,0,0,3.0,2.0,2,18,0,5.0,25.0,2.0,1
3,2,127.0,0.0,0.0,0,0,0,3.0,0.0,1,6,1,5.0,42.0,1.0,1
3,15,18.0,0.0,0.0,0,0,0,4.0,0.0,11,4,0,5.0,43.0,1.0,1
3,5,37.0,0.0,0.0,0,0,0,4.0,0.0,0,7,0,5.0,29.0,1.0,1
3,9,34.0,0.0,0.0,0,0,0,4.0,0.0,3,10,4,5.0,40.0,2.0,1
3,4,41.0,0.0,0.0,0,0,0,5.0,0.5,1,8,0,5.0,20.0,0.0,1
3,5,28.0,0.0,0.0,0,0,0,2.75,2.0,1,3,0,4.0,22.0,1.0,1
3,6,31.0,0.0,0.0,0,6,0,2.0,0.0,1,4,0,5.0,33.0,3.0,1
3,4,159.0,30.5,0.422,0,0,0,4.0,1.0,6,31,1,4.0,83.0,1.0,1
3,3,38.5,0.0,0.077,0,0,0,2.0,1.0,1,2,0,4.0,20.0,1.0,1
3,6,27.75,0.0,0.019,0,0,0,2.0,1.5,0,10,0,4.5,15.0,2.0,1
3,9,41.0,1.0,0.49,0,0,0,4.0,0.0,1,25,0,4.0,46.0,5.0,1
3,8,34.0,0.0,0.0,0,0,0,4.0,1.0,4,12,0,5.0,29.0,1.0,1
3,7,48.0,0.0,0.0,0,0,0,5.0,0.0,1,11,1,5.0,43.0,2.0,1
3,3,86.0,0.0,0.874,0,2,0,2.0,0.0,0,12,1,4.5,32.0,3.0,1
3,3,28.0,0.0,0.0,0,0,0,3.75,1.0,1,5,1,3.0,12.0,1.0,1
3,5,56.0,0.0,0.0,0,0,0,4.0,0.0,3,7,4,5.0,29.0,1.0,1
3,13,31.0,0.0,0.0,0,0,0,3.0,0.0,7,8,0,5.0,60.0,2.0,1
3,4,65.0,2.0,0.083,0,0,0,3.0,1.0,1,10,1,5.0,45.0,2.0,1
3,6,26.0,0.0,0.132,0,0,0,2.0,0.0,0,6,1,6.0,18.0,2.0,1
3,10,86.25,18.5,0.46,0,0,0,3.0,0.0,10,44,4,5.0,101.0,5.0,1
3,14,40.0,0.0,0.007,0,0,0,4.0,0.5,6,36,2,5.0,56.0,2.0,1
3,4,72.0,0.0,0.0,0,0,0,4.0,0.0,2,10,0,5.0,51.0,2.0,1
3,6,30.0,0.0,0.0,0,0,0,3.0,0.5,3,9,2,4.0,31.0,1.0,1
3,1,268.0,0.0,0.0,0,0,0,4.0,1.0,5,12,0,5.0,41.0,1.0,1
3,5,34.0,0.0,0.0,0,0,0,4.0,0.5,5,2,1,5.0,19.0,1.0,1
3,11,38.0,0.0,0.184,0,0,0,4.0,1.0,3,10,2,4.0,53.0,5.0,1
3,3,52.0,0.0,0.0,0,0,0,4.0,0.5,2,8,1,5.0,25.0,1.0,1
3,6,36.0,0.0,0.0,0,5,0,3.75,0.0,2,6,3,5.0,27.0,1.0,1
3,3,51.0,0.0,0.0,0,0,0,4.0,0.5,2,4,0,4.5,27.0,3.0,1
3,9,29.0,0.0,0.0,0,0,0,3.0,1.5,2,16,0,4.0,30.0,1.0,1
3,6,34.0,0.0,0.012,0,0,0,3.0,1.5,3,10,1,5.0,30.0,1.0,1
4,2,133.75,42.5,0.534,0,0,0,3.0,0.0,3,10,0,5.0,30.0,2.0,1
3,7,22.0,0.0,0.0,0,0,0,3.0,0.0,1,7,0,4.0,21.0,1.0,1
3,5,44.0,0.0,0.0,0,0,0,3.0,0.0,1,7,0,5.0,36.0,1.0,1
3,2,110.0,0.0,0.0,0,0,0,5.0,0.0,2,8,2,4.0,21.0,1.0,1
3,6,28.0,0.0,0.0,0,0,0,3.0,0.0,0,10,1,5.0,19.0,1.0,1
3,4,37.0,0.0,0.0,0,4,0,4.0,0.5,1,7,2,5.0,21.0,0.0,1
3,4,40.25,0.5,0.02,0,0,0,3.0,0.5,1,8,0,5.0,26.0,2.0,1
3,6,32.0,0.0,0.0,0,0,0,2.0,0.0,0,6,1,5.0,32.0,1.0,1
3,5,57.0,8.0,0.471,0,0,0,4.0,1.0,4,6,0,5.0,23.0,1.0,1
3,6,35.0,0.0,0.0,0,0,0,4.0,0.0,4,6,1,5.0,27.0,1.0,1
3,4,71.5,0.0,0.014,0,0,0,4.0,0.0,3,5,1,5.0,43.0,6.0,1
3,6,47.0,0.0,0.0,6,0,0,4.0,0.0,1,14,0,5.0,26.0,3.0,1
3,8,55.0,0.0,0.0,5,0,0,5.0,0.0,7,14,1,5.0,54.0,2.0,1
3,11,50.0,0.0,0.008,0,0,0,4.0,0.0,4,16,1,5.0,79.0,2.0,1
3,8,36.0,0.0,0.01,0,8,0,4.0,0.0,1,12,0,5.0,35.0,1.0,1
3,11,43.0,0.0,0.0,11,0,0,4.0,0.0,7,12,2,5.0,64.0,3.0,1
3,4,30.0,0.0,0.0,0,0,0,2.75,0.5,0,5,0,4.0,20.0,1.0,1
3,8,32.0,0.0,0.0,0,0,0,3.0,0.0,2,8,0,5.0,35.0,2.0,1
3,15,34.0,0.0,0.0,0,0,0,3.75,0.5,5,23,4,5.0,50.0,3.0,1
3,7,27.0,0.0,0.014,0,0,0,4.0,1.0,4,3,2,5.0,24.0,1.0,1
3,5,52.0,0.0,0.009,0,0,0,5.0,0.0,3,16,2,5.0,31.0,3.0,1
3,8,126.0,24.0,0.214,0,0,0,5.0,0.0,13,29,2,5.0,142.0,5.0,1
3,5,32.0,0.0,0.0,0,0,0,3.75,0.0,3,5,0,5.0,20.0,2.0,1
3,8,32.0,0.0,0.0,0,0,1,3.0,0.0,4,11,2,5.0,40.0,1.0,1
3,6,35.0,0.0,0.0,0,0,0,4.0,0.5,2,4,1,4.0,43.0,7.0,1
3,5,23.0,0.0,0.0,0,5,0,2.0,1.0,2,5,0,5.0,19.0,1.0,1
3,2,54.0,0.0,0.0,0,0,0,4.0,0.0,3,8,0,5.0,19.0,2.0,1
